word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2
file,She had a data file.,She had a nail file.,FALSE,Homonymy,data,nail,M1_b_M2_a,N,0.083333333,0,0.083333333,12,0.288675135,0.318774164,0.097823262,0.083333333,M1_b,M2_a
file,She had a data file.,She had a steel file.,FALSE,Homonymy,data,steel,M1_b_M2_b,N,0.25,0,0.25,12,0.621581561,0.301388562,0.105181456,0.179435141,M1_b,M2_b
file,She had a text file.,She had a data file.,TRUE,Homonymy,text,data,M1_a_M1_b,N,3.6,4,0.4,10,0.516397779,0.118700325,0.054543734,0.163299316,M1_a,M1_b
file,She had a nail file.,She had a steel file.,TRUE,Homonymy,nail,steel,M2_a_M2_b,N,1.8125,2,0.1875,16,1.327591805,0.126254261,0.066116333,0.331897951,M2_a,M2_b
film,It was an action film.,It was a transparent film.,FALSE,Polysemy,action,transparent,M1_a_M2_a,N,1.222222222,2,0.777777778,9,1.201850425,0.494718134,0.061695457,0.400616808,M1_a,M2_a
film,It was an action film.,It was a plastic film.,FALSE,Polysemy,action,plastic,M1_a_M2_b,N,0.388888889,0,0.388888889,18,0.697802339,0.486100733,0.123729765,0.164473589,M1_a,M2_b
film,It was a censored film.,It was a transparent film.,FALSE,Polysemy,censored,transparent,M1_b_M2_a,N,1.444444444,2,0.555555556,9,1.509230856,0.440122902,0.045653105,0.503076952,M1_b,M2_a
film,It was a censored film.,It was a plastic film.,FALSE,Polysemy,censored,plastic,M1_b_M2_b,N,0.066666667,0,0.066666667,15,0.25819889,0.447441041,0.128340244,0.066666667,M1_b,M2_b
film,It was an action film.,It was a censored film.,TRUE,Polysemy,action,censored,M1_a_M1_b,N,3.8,4,0.2,10,0.421637021,0.148115993,0.059191465,0.133333333,M1_a,M1_b
film,It was a transparent film.,It was a plastic film.,TRUE,Polysemy,transparent,plastic,M2_a_M2_b,N,3.4375,4,0.5625,16,0.81394103,0.065887511,0.102606654,0.203485257,M2_a,M2_b
fix,They fixed the radio.,They fixed the date.,FALSE,Polysemy,radio,date,M1_a_M2_a,V,1.833333333,2,0.166666667,12,1.466804401,0.243120611,0.162263095,0.423429958,M1_a,M2_a
fix,They fixed the radio.,They fixed the price.,FALSE,Polysemy,radio,price,M1_a_M2_b,V,1.333333333,1,0.333333333,9,0.707106781,0.29379493,0.188381612,0.23570226,M1_a,M2_b
fix,They fixed the dishwasher.,They fixed the date.,FALSE,Polysemy,dishwasher,date,M1_b_M2_a,V,0.833333333,0.5,0.333333333,12,1.193416283,0.345567882,0.155044973,0.344509606,M1_b,M2_a
fix,They fixed the dishwasher.,They fixed the price.,FALSE,Polysemy,dishwasher,price,M1_b_M2_b,V,0.7,0.5,0.2,10,0.823272602,0.354539871,0.171358287,0.260341656,M1_b,M2_b
fix,They fixed the radio.,They fixed the dishwasher.,TRUE,Polysemy,radio,dishwasher,M1_a_M1_b,V,3.904761905,4,0.095238095,21,0.300792604,0.153936148,0.145602703,0.065638327,M1_a,M1_b
fix,They fixed the date.,They fixed the price.,TRUE,Polysemy,date,price,M2_a_M2_b,V,2.615384615,3,0.384615385,13,1.386750491,0.17143929,0.102191091,0.384615385,M2_a,M2_b
foundation,It was a charitable foundation.,It was a wooden foundation.,FALSE,Polysemy,charitable,wooden,M1_a_M2_a,N,0.583333333,0,0.583333333,12,0.792961461,0.405302763,0.151539564,0.228908257,M1_a,M2_a
foundation,It was a charitable foundation.,It was a concrete foundation.,FALSE,Polysemy,charitable,concrete,M1_a_M2_b,N,1,0,1,16,1.460593487,0.387109995,0.119116426,0.365148372,M1_a,M2_b
foundation,It was an educational foundation.,It was a wooden foundation.,FALSE,Polysemy,educational,wooden,M1_b_M2_a,N,0.75,0.5,0.25,8,1.035098339,0.37853992,0.115469217,0.365962527,M1_b,M2_a
foundation,It was an educational foundation.,It was a concrete foundation.,FALSE,Polysemy,educational,concrete,M1_b_M2_b,N,1.555555556,1,0.555555556,9,1.509230856,0.369950593,0.081631422,0.503076952,M1_b,M2_b
foundation,It was a charitable foundation.,It was an educational foundation.,TRUE,Polysemy,charitable,educational,M1_a_M1_b,N,3.066666667,4,0.933333333,15,1.334523279,0.13188982,0.057687521,0.344572429,M1_a,M1_b
foundation,It was a wooden foundation.,It was a concrete foundation.,TRUE,Polysemy,wooden,concrete,M2_a_M2_b,N,3.764705882,4,0.235294118,17,0.562295715,0.068252504,0.048521876,0.136376743,M2_a,M2_b
function,It was a mathematical function.,It was a social function.,FALSE,Polysemy,mathematical,social,M1_a_M2_a,N,0.933333333,0,0.933333333,15,1.279880947,0.305757463,0.082315564,0.330463839,M1_a,M2_a
function,It was a mathematical function.,It was a business function.,FALSE,Polysemy,mathematical,business,M1_a_M2_b,N,0.266666667,0,0.266666667,15,0.59361684,0.270422041,0.082114339,0.153271209,M1_a,M2_b
function,It was a linear function.,It was a social function.,FALSE,Polysemy,linear,social,M1_b_M2_a,N,0.2,0,0.2,10,0.421637021,0.477748871,0.093588471,0.133333333,M1_b,M2_a
function,It was a linear function.,It was a business function.,FALSE,Polysemy,linear,business,M1_b_M2_b,N,0.5,0,0.5,12,0.674199862,0.463516176,0.093616426,0.194624736,M1_b,M2_b
function,It was a mathematical function.,It was a linear function.,TRUE,Polysemy,mathematical,linear,M1_a_M1_b,N,3.75,4,0.25,12,0.621581561,0.164885163,0.041750014,0.179435141,M1_a,M1_b
function,It was a social function.,It was a business function.,TRUE,Polysemy,social,business,M2_a_M2_b,N,3.384615385,4,0.615384615,13,0.960768923,0.084936082,0.051722288,0.266469355,M2_a,M2_b
ground,He was on the firm ground.,He was on the camp ground.,FALSE,Polysemy,firm,camp,M1_a_M2_a,N,2.285714286,2,0.285714286,14,1.204387583,0.308426082,0.066148043,0.321886121,M1_a,M2_a
ground,He was on the firm ground.,He was on the parade ground.,FALSE,Polysemy,firm,parade,M1_a_M2_b,N,1.846153846,2,0.153846154,13,1.344504484,0.33117944,0.072730541,0.372898451,M1_a,M2_b
ground,He was on the frozen ground.,He was on the camp ground.,FALSE,Polysemy,frozen,camp,M1_b_M2_a,N,2.923076923,3,0.076923077,13,1.037749043,0.238362193,0.047380745,0.287819799,M1_b,M2_a
ground,He was on the frozen ground.,He was on the parade ground.,FALSE,Polysemy,frozen,parade,M1_b_M2_b,N,3.5,4,0.5,10,0.707106781,0.350116193,0.06280309,0.223606798,M1_b,M2_b
ground,He was on the firm ground.,He was on the frozen ground.,TRUE,Polysemy,firm,frozen,M1_a_M1_b,N,3.615384615,4,0.384615385,13,0.767947648,0.268796027,0.078346133,0.212990355,M1_a,M1_b
ground,He was on the camp ground.,He was on the parade ground.,TRUE,Polysemy,camp,parade,M2_a_M2_b,N,3.285714286,4,0.714285714,14,1.437335753,0.222591102,0.027148664,0.384144138,M2_a,M2_b
guard,They liked the night guard.,They liked the coast guard.,FALSE,Polysemy,night,coast,M1_a_M2_a,N,2.647058824,3,0.352941176,17,1.538716042,0.296960831,0.084294081,0.373193457,M1_a,M2_a
guard,They liked the night guard.,They liked the national guard.,FALSE,Polysemy,night,national,M1_a_M2_b,N,1.777777778,2,0.222222222,9,1.6414763,0.255502522,0.068060756,0.547158767,M1_a,M2_b
guard,They liked the security guard.,They liked the coast guard.,FALSE,Polysemy,security,coast,M1_b_M2_a,N,3.615384615,4,0.384615385,13,0.767947648,0.323509276,0.08933562,0.212990355,M1_b,M2_a
guard,They liked the security guard.,They liked the national guard.,FALSE,Polysemy,security,national,M1_b_M2_b,N,3.454545455,4,0.545454545,11,0.820199532,0.289503992,0.079711378,0.247299464,M1_b,M2_b
guard,They liked the night guard.,They liked the security guard.,TRUE,Polysemy,night,security,M1_a_M1_b,N,3.454545455,4,0.545454545,11,1.213559752,0.201911449,0.04474318,0.365902033,M1_a,M1_b
guard,They liked the coast guard.,They liked the national guard.,TRUE,Polysemy,coast,national,M2_a_M2_b,N,3.8125,4,0.1875,16,0.543905629,0.165234149,0.077930093,0.135976407,M2_a,M2_b
guide,He had an assembly guide.,He had a talkative guide.,FALSE,Polysemy,assembly,talkative,M1_a_M2_a,N,2.333333333,2.5,0.166666667,12,1.435481125,0.165287137,0.071446717,0.414387707,M1_a,M2_a
guide,He had an assembly guide.,He had a friendly guide.,FALSE,Polysemy,assembly,friendly,M1_a_M2_b,N,2.25,2,0.25,12,1.288057029,0.215485573,0.077599823,0.371830036,M1_a,M2_b
guide,He had a TV guide.,He had a talkative guide.,FALSE,Polysemy,TV,talkative,M1_b_M2_a,N,1.1875,1,0.1875,16,0.910585892,0.275434554,0.073995888,0.227646473,M1_b,M2_a
guide,He had a TV guide.,He had a friendly guide.,FALSE,Polysemy,TV,friendly,M1_b_M2_b,N,1,0.5,0.5,10,1.154700538,0.31368345,0.076377749,0.365148372,M1_b,M2_b
guide,He had an assembly guide.,He had a TV guide.,TRUE,Polysemy,assembly,TV,M1_a_M1_b,N,2.272727273,2,0.272727273,11,1.272077756,0.24040103,0.065190911,0.383545875,M1_a,M1_b
guide,He had a talkative guide.,He had a friendly guide.,TRUE,Polysemy,talkative,friendly,M2_a_M2_b,N,3.875,4,0.125,16,0.341565026,0.087630928,0.029138327,0.085391256,M2_a,M2_b
hail,They hailed a cab.,They hailed a friend.,FALSE,Polysemy,cab,friend,M1_a_M2_a,V,2.4,2,0.4,15,1.183215957,0.281277299,0.097313643,0.305505046,M1_a,M2_a
hail,They hailed a cab.,They hailed a guest.,FALSE,Polysemy,cab,guest,M1_a_M2_b,V,1.727272727,2,0.272727273,11,1.190874392,0.294083297,0.092353225,0.359062139,M1_a,M2_b
hail,They hailed a taxi.,They hailed a friend.,FALSE,Polysemy,taxi,friend,M1_b_M2_a,V,2.692307692,3,0.307692308,13,1.250640861,0.277096033,0.095104337,0.346865366,M1_b,M2_a
hail,They hailed a taxi.,They hailed a guest.,FALSE,Polysemy,taxi,guest,M1_b_M2_b,V,2.1,2,0.1,10,1.370320319,0.294228375,0.096482575,0.433333333,M1_b,M2_b
hail,They hailed a cab.,They hailed a taxi.,TRUE,Polysemy,cab,taxi,M1_a_M1_b,V,4,4,0,9,0,0.028505385,0.029815912,0,M1_a,M1_b
hail,They hailed a friend.,They hailed a guest.,TRUE,Polysemy,friend,guest,M2_a_M2_b,V,3.315789474,4,0.684210526,19,1.108183277,0.11702776,0.048453987,0.25423468,M2_a,M2_b
home,It was a summer home.,It was a funeral home.,FALSE,Polysemy,summer,funeral,M1_a_M2_a,N,2.153846154,2,0.153846154,13,0.800640769,0.321417093,0.11115998,0.222057796,M1_a,M2_a
home,It was a summer home.,It was a nursing home.,FALSE,Polysemy,summer,nursing,M1_a_M2_b,N,3.421052632,4,0.578947368,19,1.017392608,0.294550896,0.111939251,0.233405872,M1_a,M2_b
home,It was a childhood home.,It was a funeral home.,FALSE,Polysemy,childhood,funeral,M1_b_M2_a,N,2.076923077,2,0.076923077,13,1.441153384,0.324015737,0.089763939,0.399704033,M1_b,M2_a
home,It was a childhood home.,It was a nursing home.,FALSE,Polysemy,childhood,nursing,M1_b_M2_b,N,3.5,4,0.5,8,0.755928946,0.328268707,0.094116032,0.267261242,M1_b,M2_b
home,It was a summer home.,It was a childhood home.,TRUE,Polysemy,summer,childhood,M1_a_M1_b,N,3.818181818,4,0.181818182,11,0.404519917,0.097551465,0.053443015,0.121967344,M1_a,M1_b
home,It was a funeral home.,It was a nursing home.,TRUE,Polysemy,funeral,nursing,M2_a_M2_b,N,2.846153846,3,0.153846154,13,1.14354375,0.190919042,0.052004874,0.317161971,M2_a,M2_b
intelligence,They had natural intelligence.,They had classified intelligence.,FALSE,Polysemy,natural,classified,M1_a_M2_a,N,1.8,1,0.8,15,1.473576795,0.364275575,0.15520227,0.380475892,M1_a,M2_a
intelligence,They had natural intelligence.,They had military intelligence.,FALSE,Polysemy,natural,military,M1_a_M2_b,N,3.333333333,4,0.666666667,9,0.866025404,0.334796607,0.092460513,0.288675135,M1_a,M2_b
intelligence,They had innate intelligence.,They had classified intelligence.,FALSE,Polysemy,innate,classified,M1_b_M2_a,N,2.333333333,2,0.333333333,9,1.118033989,0.356527925,0.215245664,0.372677996,M1_b,M2_a
intelligence,They had innate intelligence.,They had military intelligence.,FALSE,Polysemy,innate,military,M1_b_M2_b,N,3.3125,3.5,0.1875,16,0.793200269,0.343083978,0.154103637,0.198300067,M1_b,M2_b
intelligence,They had natural intelligence.,They had innate intelligence.,TRUE,Polysemy,natural,innate,M1_a_M1_b,N,3.545454545,4,0.454545455,11,0.934198733,0.052037835,0.049465179,0.281671516,M1_a,M1_b
intelligence,They had classified intelligence.,They had military intelligence.,TRUE,Polysemy,classified,military,M2_a_M2_b,N,3.588235294,4,0.411764706,17,0.71228712,0.075024784,0.121954203,0.172755002,M2_a,M2_b
issue,It was a sensitive issue.,It was a weekly issue.,FALSE,Polysemy,sensitive,weekly,M1_a_M2_a,N,0.8,0,0.8,10,1.316561177,0.488652408,0.088909268,0.4163332,M1_a,M2_a
issue,It was a sensitive issue.,It was a special issue.,FALSE,Polysemy,sensitive,special,M1_a_M2_b,N,3.444444444,4,0.555555556,9,1.013793755,0.307942808,0.068591475,0.337931252,M1_a,M2_b
issue,It was a political issue.,It was a weekly issue.,FALSE,Polysemy,political,weekly,M1_b_M2_a,N,1.75,1,0.75,12,1.544785952,0.460301161,0.080926478,0.445941293,M1_b,M2_a
issue,It was a political issue.,It was a special issue.,FALSE,Polysemy,political,special,M1_b_M2_b,N,2.235294118,2,0.235294118,17,1.521898969,0.342561364,0.074750662,0.369114718,M1_b,M2_b
issue,It was a sensitive issue.,It was a political issue.,TRUE,Polysemy,sensitive,political,M1_a_M1_b,N,3.8,4,0.2,15,0.560611911,0.088626802,0.034658849,0.144749373,M1_a,M1_b
issue,It was a weekly issue.,It was a special issue.,TRUE,Polysemy,weekly,special,M2_a_M2_b,N,2.642857143,3,0.357142857,14,1.446860945,0.26971966,0.067211151,0.386689853,M2_a,M2_b
jam,It was a blackberry jam.,It was a traffic jam.,FALSE,Homonymy,blackberry,traffic,M1_a_M2_a,N,0.071428571,0,0.071428571,14,0.267261242,0.442857265,0.108810067,0.071428571,M1_a,M2_a
jam,It was a blackberry jam.,It was a paper jam.,FALSE,Homonymy,blackberry,paper,M1_a_M2_b,N,0.538461538,0,0.538461538,13,1.126601424,0.114704907,0.072253227,0.312463016,M1_a,M2_b
jam,It was a peach jam.,It was a traffic jam.,FALSE,Homonymy,peach,traffic,M1_b_M2_a,N,0,0,0,12,0,0.450755119,0.099556148,0,M1_b,M2_a
jam,It was a peach jam.,It was a paper jam.,FALSE,Homonymy,peach,paper,M1_b_M2_b,N,0.066666667,0,0.066666667,15,0.25819889,0.154984951,0.054440141,0.066666667,M1_b,M2_b
jam,It was a blackberry jam.,It was a peach jam.,TRUE,Homonymy,blackberry,peach,M1_a_M1_b,N,4,4,0,13,0,0.106470287,0.013601124,0,M1_a,M1_b
jam,It was a traffic jam.,It was a paper jam.,TRUE,Homonymy,traffic,paper,M2_a_M2_b,N,2.1,2,0.1,10,1.197219,0.395899713,0.070620716,0.37859389,M2_a,M2_b
key,It was a duplicate key.,It was a delete key.,FALSE,Polysemy,duplicate,delete,M1_a_M2_a,N,1.076923077,1,0.076923077,13,1.441153384,0.084568501,0.069850564,0.399704033,M1_a,M2_a
key,It was a duplicate key.,It was a backspace key.,FALSE,Polysemy,duplicate,backspace,M1_a_M2_b,N,0.454545455,0,0.454545455,11,0.820199532,0.138863146,0.048993409,0.247299464,M1_a,M2_b
key,It was a master key.,It was a delete key.,FALSE,Polysemy,master,delete,M1_b_M2_a,N,0.75,0,0.75,12,1.215431087,0.100652397,0.116315901,0.350864733,M1_b,M2_a
key,It was a master key.,It was a backspace key.,FALSE,Polysemy,master,backspace,M1_b_M2_b,N,0.916666667,1,0.083333333,12,0.99620492,0.185944676,0.07235074,0.287579589,M1_b,M2_b
key,It was a duplicate key.,It was a master key.,TRUE,Polysemy,duplicate,master,M1_a_M1_b,N,3.909090909,4,0.090909091,11,0.301511345,0.059563339,0.068055868,0.090909091,M1_a,M1_b
key,It was a delete key.,It was a backspace key.,TRUE,Polysemy,delete,backspace,M2_a_M2_b,N,3.666666667,4,0.333333333,18,0.685994341,0.115159452,0.070094943,0.161690417,M2_a,M2_b
lamb,They liked the marinated lamb.,They liked the cute lamb.,FALSE,Polysemy,marinated,cute,M1_a_M2_a,N,3.3,3.5,0.2,10,0.823272602,0.091305315,0.052619398,0.260341656,M1_a,M2_a
lamb,They liked the marinated lamb.,They liked the friendly lamb.,FALSE,Polysemy,marinated,friendly,M1_a_M2_b,N,3,3,0,12,1.206045378,0.110114396,0.061512589,0.348155312,M1_a,M2_b
lamb,They liked the grilled lamb.,They liked the cute lamb.,FALSE,Polysemy,grilled,cute,M1_b_M2_a,N,3.466666667,4,0.533333333,15,0.639940473,0.08867979,0.05507952,0.16523192,M1_b,M2_a
lamb,They liked the grilled lamb.,They liked the friendly lamb.,FALSE,Polysemy,grilled,friendly,M1_b_M2_b,N,3.294117647,4,0.705882353,17,1.046703509,0.107629597,0.059822142,0.25386289,M1_b,M2_b
lamb,They liked the marinated lamb.,They liked the grilled lamb.,TRUE,Polysemy,marinated,grilled,M1_a_M1_b,N,4,4,0,12,0,0.041544676,0.236713231,0,M1_a,M1_b
lamb,They liked the cute lamb.,They liked the friendly lamb.,TRUE,Polysemy,cute,friendly,M2_a_M2_b,N,3.636363636,4,0.363636364,11,1.206045378,0.032332778,0.022594988,0.363636364,M2_a,M2_b
lap,She lapped the milk.,She lapped the runners.,FALSE,Homonymy,milk,runners,M1_a_M2_a,V,0.2,0,0.2,15,0.414039336,0.331312001,0.118968368,0.106904497,M1_a,M2_a
lap,She lapped the milk.,She lapped the competitors.,FALSE,Homonymy,milk,competitors,M1_a_M2_b,V,0.333333333,0,0.333333333,12,0.492365964,0.412111938,0.140125692,0.142133811,M1_a,M2_b
lap,She lapped the water.,She lapped the runners.,FALSE,Homonymy,water,runners,M1_b_M2_a,V,0.333333333,0,0.333333333,12,0.887625365,0.179503739,0.07594049,0.256235372,M1_b,M2_a
lap,She lapped the water.,She lapped the competitors.,FALSE,Homonymy,water,competitors,M1_b_M2_b,V,0.5,0.5,0,10,0.527046277,0.295544863,0.102032185,0.166666667,M1_b,M2_b
lap,She lapped the milk.,She lapped the water.,TRUE,Homonymy,milk,water,M1_a_M1_b,V,3.625,4,0.375,8,0.51754917,0.180359662,0.078547239,0.182981264,M1_a,M1_b
lap,She lapped the runners.,She lapped the competitors.,TRUE,Homonymy,runners,competitors,M2_a_M2_b,V,3.45,4,0.55,20,0.998683344,0.108225286,0.041925013,0.223312384,M2_a,M2_b
load,She loaded the gun.,She loaded the truck.,FALSE,Polysemy,gun,truck,M1_a_M2_a,V,2.142857143,2,0.142857143,7,1.069044968,0.25092721,0.067025781,0.404061018,M1_a,M2_a
load,She loaded the gun.,She loaded the van.,FALSE,Polysemy,gun,van,M1_a_M2_b,V,2.466666667,2,0.466666667,15,1.125462868,0.221700847,0.069086552,0.290593263,M1_a,M2_b
load,She loaded the rifle.,She loaded the truck.,FALSE,Polysemy,rifle,truck,M1_b_M2_a,V,2.538461538,2,0.538461538,13,0.967417922,0.205683231,0.083544791,0.268313456,M1_b,M2_a
load,She loaded the rifle.,She loaded the van.,FALSE,Polysemy,rifle,van,M1_b_M2_b,V,2.5,2.5,0,14,0.759554525,0.178631902,0.084087253,0.202999486,M1_b,M2_b
load,She loaded the gun.,She loaded the rifle.,TRUE,Polysemy,gun,rifle,M1_a_M1_b,V,4,4,0,14,0,0.046735942,0.031222999,0,M1_a,M1_b
load,She loaded the truck.,She loaded the van.,TRUE,Polysemy,truck,van,M2_a_M2_b,V,4,4,0,14,0,0.035642982,0.01317215,0,M2_a,M2_b
lock,She had curly locks.,She had window locks.,FALSE,Homonymy,curly,window,M1_a_M2_a,N,0,0,0,13,0,0.364491343,0.09430939,0,M1_a,M2_a
lock,She had curly locks.,She had door locks.,FALSE,Homonymy,curly,door,M1_a_M2_b,N,0,0,0,10,0,0.380106211,0.101951361,0,M1_a,M2_b
lock,She had brown locks.,She had window locks.,FALSE,Homonymy,brown,window,M1_b_M2_a,N,0.210526316,0,0.210526316,19,0.535303379,0.375346899,0.067510068,0.122807018,M1_b,M2_a
lock,She had brown locks.,She had door locks.,FALSE,Homonymy,brown,door,M1_b_M2_b,N,0.333333333,0,0.333333333,12,0.651338947,0.380734086,0.070536137,0.188025358,M1_b,M2_b
lock,She had curly locks.,She had brown locks.,TRUE,Homonymy,curly,brown,M1_a_M1_b,N,3.785714286,4,0.214285714,14,0.578934224,0.049814999,0.032923996,0.15472668,M1_a,M1_b
lock,She had window locks.,She had door locks.,TRUE,Homonymy,window,door,M2_a_M2_b,N,3.555555556,4,0.444444444,9,0.726483157,0.060202837,0.021203756,0.242161052,M2_a,M2_b
lunch,They liked the hot lunch.,They liked the afternoon lunch.,FALSE,Polysemy,hot,afternoon,M1_a_M2_a,N,3.785714286,4,0.214285714,14,0.425815314,0.073074341,0.053751588,0.11380393,M1_a,M2_a
lunch,They liked the hot lunch.,They liked the women's lunch.,FALSE,Polysemy,hot,women,M1_a_M2_b,N,3.388888889,4,0.611111111,18,1.036900863,0.468395352,0.04511404,0.244399877,M1_a,M2_b
lunch,They liked the sandwich lunch.,They liked the afternoon lunch.,FALSE,Polysemy,sandwich,afternoon,M1_b_M2_a,N,3.857142857,4,0.142857143,7,0.377964473,0.132222176,0.034859002,0.142857143,M1_b,M2_a
lunch,They liked the sandwich lunch.,They liked the women's lunch.,FALSE,Polysemy,sandwich,women,M1_b_M2_b,N,3.583333333,4,0.416666667,12,0.792961461,0.470807552,0.033152342,0.228908257,M1_b,M2_b
lunch,They liked the hot lunch.,They liked the sandwich lunch.,TRUE,Polysemy,hot,sandwich,M1_a_M1_b,N,3.933333333,4,0.066666667,15,0.25819889,0.127897918,0.032467186,0.066666667,M1_a,M1_b
lunch,They liked the afternoon lunch.,They liked the women's lunch.,TRUE,Polysemy,afternoon,women,M2_a_M2_b,N,4,4,0,11,0,0.46317637,0.055760741,0,M2_a,M2_b
market,He liked the flea market.,He liked the housing market.,FALSE,Polysemy,flea,housing,M1_a_M2_a,N,2.555555556,3,0.444444444,9,0.881917104,0.20639205,0.126381278,0.293972368,M1_a,M2_a
market,He liked the flea market.,He liked the stock market.,FALSE,Polysemy,flea,stock,M1_a_M2_b,N,2.285714286,2.5,0.214285714,14,1.437335753,0.310365856,0.132387996,0.384144138,M1_a,M2_b
market,He liked the fish market.,He liked the housing market.,FALSE,Polysemy,fish,housing,M1_b_M2_a,N,2.263157895,2,0.263157895,19,1.484815936,0.179006577,0.119191766,0.340640138,M1_b,M2_a
market,He liked the fish market.,He liked the stock market.,FALSE,Polysemy,fish,stock,M1_b_M2_b,N,1.9,2,0.1,10,1.286683938,0.278942943,0.124048412,0.406885187,M1_b,M2_b
market,He liked the flea market.,He liked the fish market.,TRUE,Polysemy,flea,fish,M1_a_M1_b,N,3.923076923,4,0.076923077,13,0.277350098,0.097855568,0.052541792,0.076923077,M1_a,M1_b
market,He liked the housing market.,He liked the stock market.,TRUE,Polysemy,housing,stock,M2_a_M2_b,N,3.083333333,3,0.083333333,12,1.164500153,0.230547428,0.082978725,0.336162238,M2_a,M2_b
match,It was a lit match.,It was a soccer match.,FALSE,Homonymy,lit,soccer,M1_a_M2_a,N,0.111111111,0,0.111111111,9,0.333333333,0.462172866,0.06049633,0.111111111,M1_a,M2_a
match,It was a lit match.,It was a tennis match.,FALSE,Homonymy,lit,tennis,M1_a_M2_b,N,0,0,0,9,0,0.469395101,0.078830719,0,M1_a,M2_b
match,It was a burning match.,It was a soccer match.,FALSE,Homonymy,burning,soccer,M1_b_M2_a,N,0.3125,0,0.3125,16,0.793200269,0.468630493,0.067629695,0.198300067,M1_b,M2_a
match,It was a burning match.,It was a tennis match.,FALSE,Homonymy,burning,tennis,M1_b_M2_b,N,0.555555556,0,0.555555556,18,1.1490263,0.500597209,0.080270708,0.270828096,M1_b,M2_b
match,It was a lit match.,It was a burning match.,TRUE,Homonymy,lit,burning,M1_a_M1_b,N,4,4,0,10,0,0.091742992,0.035631716,0,M1_a,M1_b
match,It was a soccer match.,It was a tennis match.,TRUE,Homonymy,soccer,tennis,M2_a_M2_b,N,3.666666667,4,0.333333333,15,1.046536237,0.156254768,0.045688748,0.270214494,M2_a,M2_b
medicine,It was cough medicine.,It was orthopedic medicine.,FALSE,Polysemy,cough,orthopedic,M1_a_M2_a,N,2.666666667,3,0.333333333,15,1.112697281,0.246646047,0.076702595,0.287297202,M1_a,M2_a
medicine,It was cough medicine.,It was veterinary medicine.,FALSE,Polysemy,cough,veterinary,M1_a_M2_b,N,2.444444444,2,0.444444444,9,1.424000624,0.290193081,0.069652915,0.474666875,M1_a,M2_b
medicine,It was prescription medicine.,It was orthopedic medicine.,FALSE,Polysemy,prescription,orthopedic,M1_b_M2_a,N,3.222222222,4,0.777777778,9,1.092906421,0.252791405,0.073477268,0.36430214,M1_b,M2_a
medicine,It was prescription medicine.,It was veterinary medicine.,FALSE,Polysemy,prescription,veterinary,M1_b_M2_b,N,3.5,4,0.5,10,1.08012345,0.270864844,0.065626502,0.341565026,M1_b,M2_b
medicine,It was cough medicine.,It was prescription medicine.,TRUE,Polysemy,cough,prescription,M1_a_M1_b,N,3.5625,4,0.4375,16,1.093541647,0.135519445,0.045588255,0.273385412,M1_a,M1_b
medicine,It was orthopedic medicine.,It was veterinary medicine.,TRUE,Polysemy,orthopedic,veterinary,M2_a_M2_b,N,3.833333333,4,0.166666667,18,0.514495755,0.184719861,0.040844679,0.121267813,M2_a,M2_b
message,There was a phone message.,There was an urgent message.,FALSE,Polysemy,phone,urgent,M1_a_M2_a,N,3.5,3.5,0,10,0.527046277,0.155624568,0.098115146,0.166666667,M1_a,M2_a
message,There was a phone message.,There was a clear message.,FALSE,Polysemy,phone,clear,M1_a_M2_b,N,2.125,2.5,0.375,8,0.991031209,0.307215214,0.135635555,0.350382444,M1_a,M2_b
message,There was a computer message.,There was an urgent message.,FALSE,Polysemy,computer,urgent,M1_b_M2_a,N,3,3,0,15,1.133893419,0.132769883,0.115331888,0.292770022,M1_b,M2_a
message,There was a computer message.,There was a clear message.,FALSE,Polysemy,computer,clear,M1_b_M2_b,N,2.8125,3,0.1875,16,1.046820583,0.257606506,0.148432255,0.261705146,M1_b,M2_b
message,There was a phone message.,There was a computer message.,TRUE,Polysemy,phone,computer,M1_a_M1_b,N,3.727272727,4,0.272727273,11,0.646669791,0.093497396,0.052448511,0.194978278,M1_a,M1_b
message,There was an urgent message.,There was a clear message.,TRUE,Polysemy,urgent,clear,M2_a_M2_b,N,3.705882353,4,0.294117647,17,0.587867532,0.172176361,0.040417314,0.142578819,M2_a,M2_b
mold,It was a fungal mold.,It was a rubber mold.,FALSE,Homonymy,fungal,rubber,M1_a_M2_a,N,0.133333333,0,0.133333333,15,0.351865775,0.203066468,0.105068564,0.090851353,M1_a,M2_a
mold,It was a fungal mold.,It was a clay mold.,FALSE,Homonymy,fungal,clay,M1_a_M2_b,N,0.916666667,0.5,0.416666667,12,1.240112409,0.170827806,0.093459785,0.357989617,M1_a,M2_b
mold,It was a harmful mold.,It was a rubber mold.,FALSE,Homonymy,harmful,rubber,M1_b_M2_a,N,0.111111111,0,0.111111111,9,0.333333333,0.219214261,0.11547327,0.111111111,M1_b,M2_a
mold,It was a harmful mold.,It was a clay mold.,FALSE,Homonymy,harmful,clay,M1_b_M2_b,N,0.357142857,0,0.357142857,14,0.497245158,0.185368598,0.108413815,0.132894358,M1_b,M2_b
